  0.87
 r 0.04
 l 0.09
Rattzhenfuut nn 1.00
half-moons nn 1.00
Lindemann nn 1.00
Lisle nn 1.00
Sighing vb 1.00
five-and-a-half cd 1.00
anarchist nn 1.00
non-negative jj 1.00
foot nn 1.00
percussive jj 1.00
pattern nn 0.99
pattern vb 0.01
hooves nn 1.00
Coughlin nn 1.00
Ghiberti nn 1.00
doom nn 1.00
door nn 1.00
dodge nn 0.33
dodge vb 0.67
pre-conscious jj 1.00
saith vb 1.00
Wheeling nn 1.00
fool nn 0.81
fool jj 0.05
fool vb 0.14
reassuringly advb 1.00
flammable jj 1.00
unwed jj 1.00
spiritual jj 1.00
maidens nn 1.00
D. nn 1.00
Darwin nn 1.00
spraying nn 0.29
spraying vb 0.71
single-minded jj 1.00
submits vb 1.00
overhaul nn 0.67
overhaul vb 0.33
stringing vb 1.00
overpressure nn 1.00
regenerates vb 1.00
almonds nn 1.00
everlastingly advb 1.00
filly nn 1.00
naughty jj 1.00
coverage nn 1.00
fills vb 1.00
Weaken vb 1.00
revery nn 1.00
crane's nn 1.00
captivating jj 1.00
Fall-in nn 1.00
swearinge nn 1.00
chambre's fw- 1.00
D.W. nn 1.00
fille fw 1.00
De nn 0.72
De fw 0.12
De fw-in-tl 0.16
Da nn 1.00
Wentworth nn 1.00
overwhelm vb 1.00
liberal-conservative jj 1.00
Di nn 1.00
give-away jj 1.00
lifters nn 1.00
Du nn 0.88
Du fw-in+at-tl 0.12
Westmore nn 1.00
idiot-grin nn 1.00
woolly-minded jj 1.00
seven-iron nn 1.00
armhole nn 1.00
hypophyseal jj 1.00
enthusiasms nn 1.00
Alps nn 1.00
unstilted jj 1.00
Langer nn 1.00
gai fw 1.00
DC nn 1.00
Shietz nn 1.00
half-mincing jj 1.00
proposal nn 1.00
partnered vb 1.00
high-up jj 1.00
threads nn 1.00
DU nn 1.00
Imbrium nn 1.00
new-house nn 1.00
Ottawa nn 1.00
panic nn 0.91
panic vb 0.09
satellite nn 1.00
voulez fw 1.00
381(c)(9) cd 1.00
Ozon nn 1.00
hilltops nn 1.00
ghostlike jj 1.00
Greater jj 1.00
begs vb 1.00
governor nn 1.00
overt jj 1.00
3300 cd 1.00
undergirding nn 1.00
obnoxious jj 1.00
Switchgear nn 1.00
slaying nn 0.67
slaying vb 0.33
van nn 1.00
blithely advb 1.00
Questions nn 0.86
Questions vb 0.14
felon nn 1.00
Pontiff nn 1.00
earnings nn 1.00
Socola nn 1.00
librarian nn 1.00
Premium nn 1.00
outta advb 1.00
ankles nn 1.00
essayed vb 1.00
hand-filed vb 1.00
Feeds nn 1.00
operational jj 1.00
whether cs 1.00
Naval jj 1.00
Seven cd 1.00
exert vb 1.00
Soviet-Chinese jj 1.00
interrelationship nn 1.00
proliferation nn 1.00
ICBM's nn 1.00
chew vb 1.00
basso fw 1.00
tide nn 0.90
tide vb 0.10
horned jj 1.00
Vrilium nn 1.00
stunned vb 1.00
Midas nn 1.00
Percy nn 1.00
Kill vb 1.00
stringy jj 1.00
defecated vb 1.00
fluently advb 1.00
phosphines nn 1.00
Janet nn 1.00
invalidism nn 1.00
meaningful jj 1.00
strings nn 1.00
individualism nn 1.00
radioactive jj 1.00
ascended vb 1.00
clobbers vb 1.00
individualist nn 1.00
plucked vb 1.00
hartes nn 1.00
starboard jj 1.00
integrate vb 1.00
Screvane nn 1.00
youngsters nn 1.00
reeled vb 1.00
Monocite nn 1.00
dilemmas nn 1.00
Yugoslav jj 1.00
careening vb 1.00
supervisors' nn 1.00
classification nn 1.00
powerplants nn 1.00
Mmm uh 1.00
Housman nn 1.00
Divine's np$ 1.00
parsimonious jj 1.00
Mme nn 1.00
Inland jj 0.50
Inland advb 0.50
amphibology nn 1.00
betrays vb 1.00
current jj 0.80
current nn 0.20
pioneered vb 1.00
protozoa nn 1.00
directorate nn 1.00
Vail nn 1.00
mourning vb 1.00
Recently advb 1.00
frescoes nn 1.00
27-year-old jj 1.00
nationhood nn 1.00
competently advb 1.00
Delphi nn 1.00
self-government nn 1.00
outlook nn 1.00
redistributed vb 1.00
cardiomegaly nn 1.00
frescoed vb 1.00
superstitious jj 1.00
ooze nn 0.50
ooze vb 0.50
windshield nn 1.00
Clark nn 1.00
doin' vb 1.00
Immigration nn 1.00
value-orientations nn 1.00
Clara nn 1.00
home-office nn 1.00
tecum fw-ppo+in 1.00
Clare nn 1.00
pole nn 1.00
arranging vb 1.00
polo nn 1.00
poll nn 1.00
convicting vb 1.00
Canaveral's np$ 1.00
rendition nn 1.00
Welborn nn 1.00
onto in 1.00
collaborators nn 1.00
Fragonard nn 1.00
bludgeon nn 0.67
bludgeon vb 0.33
cerulean jj 1.00
Sihanouk nn 1.00
littlest jj 1.00
unsavory jj 1.00
skiff nn 1.00
paraphrases nn 1.00
tidy jj 1.00
political jj 1.00
constituent nn 1.00
tilted vb 1.00
Conquering vb 1.00
hacking vb 1.00
conjures vb 1.00
pavilion nn 1.00
Page nn 1.00
fruitfully advb 1.00
Administration nn 1.00
intermittent jj 1.00
accustomed vb 1.00
prevalent jj 1.00
Rayburn nn 1.00
fanciful jj 1.00
flint nn 1.00
bucket nn 1.00
Wolfe's np$ 1.00
worst jj 1.00
Meaningful jj 1.00
Emotional jj 1.00
Bester nn 1.00
Huntingtons nn 1.00
monkey nn 1.00
radiocarbon nn 1.00
invoices nn 1.00
interaxial jj 1.00
Remington nn 1.00
heterogamous jj 1.00
triumphant jj 1.00
Koussevitzky nn 1.00
snail's nn 1.00
conceal vb 1.00
Rowlands' np$ 1.00
clergyman's nn 1.00
Caldwell's np$ 1.00
unaware jj 1.00
diplomat's nn 1.00
anti-semite nn 1.00
ould jj 1.00
cancellation nn 1.00
225,000 cd 1.00
geneticist nn 1.00
elderly jj 1.00
Bennett nn 1.00
laps nn 0.50
laps vb 0.50
dwarf nn 0.50
dwarf vb 0.50
Trooper nn 1.00
jumbled vb 1.00
Toujours fw 1.00
sub-Christian jj 1.00
perpendicularly advb 1.00
equalled vb 1.00
hedges nn 1.00
presidents nn 1.00
damaging vb 1.00
Set-up nn 1.00
unearthed vb 1.00
beverages nn 1.00
gaily advb 1.00
slashes nn 1.00
hedged vb 1.00
additional jj 1.00
vows nn 0.80
vows vb 0.20
catlike jj 1.00
hermeneutics nn 1.00
day's nn 1.00
versa advb 1.00
yodeling vb 1.00
Speaking vb 1.00
behave vb 1.00
verse nn 1.00
hemmed vb 1.00
credited vb 1.00
expel vb 1.00
Kornbluth nn 1.00
Carlyle's np$ 1.00
denominationally advb 1.00
horn-rim jj 1.00
Ruppert nn 1.00
Summerdale nn 1.00
Rescue nn 1.00
dual-channel jj 1.00
mothers-in-law nn 1.00
Opportunity nn 1.00
McFee nn 1.00
unidirectional jj 1.00
Inability nn 1.00
linguist nn 1.00
liaisons nn 1.00
Begley nn 1.00
Information nn 1.00
retreat nn 0.79
retreat vb 0.21
Love nn 0.76
Love vb 0.24
Komleva nn 1.00
ambassador's nn 1.00
credentials nn 1.00
Chin nn 1.00
countervailing vb 1.00
booth nn 1.00
doing nn 0.02
doing vb 0.98
sulky's nn 1.00
Rottosei nn 1.00
two cd 1.00
featureless jj 1.00
Washington-Alexandria nn 1.00
palisades nn 1.00
moistening vb 1.00
two-day jj 1.00
reactionaries nn 1.00
Stern nn 1.00
Chavis nn 1.00
plenipotentiary nn 1.00
Cardiovasculatory jj 1.00
mutual-aid nn 1.00
robot nn 1.00
euphemism nn 1.00
effortless jj 1.00
Brocklin's np$ 1.00
compendium nn 1.00
IQ nn 1.00
buffeted vb 1.00
expenditure nn 1.00
unqualifiedly ql 1.00
Emerging vb 1.00
individual-contributor jj 1.00
oval jj 0.71
oval nn 0.29
hypoadrenocorticism nn 1.00
classification-angle nn 1.00
If cs 1.00
accords vb 1.00
Il nn 0.33
Il fw- 0.33
Il fw-at-tl 0.33
Io nn 1.00
In advb 0.00
In in 1.00
tail nn 1.00
Manners nn 1.00
It pn 1.00
sellers' nn 1.00
Nathan nn 1.00
procurer nn 1.00
trampled vb 1.00
Ltd. vb 1.00
protein-bound jj 1.00
cleaved vb 1.00
vacation nn 0.98
vacation vb 0.02
Convair nn 1.00
felling vb 1.00
Write vb 1.00
bestowal nn 1.00
Ewe nn 1.00
Sr. nn 1.00
crucified vb 1.00
Twilight nn 1.00
sore-ridden jj 1.00
hugged vb 1.00
I. nn 1.00
Palsy nn 1.00
nosing vb 1.00
detest vb 1.00
medication nn 1.00
motives nn 1.00
Die fw-at-tl 0.75
Die fw 0.25
posters nn 1.00
Nori nn 1.00
25-foot jj 1.00
Norm nn 1.00
manliness nn 1.00
Benington nn 1.00
set-up nn 1.00
inject vb 1.00
shawl nn 1.00
Manningham nn 1.00
captivity nn 1.00
Cheat nn 1.00
maybe advb 1.00
expectable jj 1.00
globally advb 1.00
foamed-in-place jj 1.00
brandin' vb 1.00
metal-cleaning jj 1.00
owes vb 1.00
storeroom nn 1.00
reactors nn 1.00
Feds nn 1.00
naivete nn 1.00
Mimieux nn 1.00
unsolder vb 1.00
Rauschenbusch nn 1.00
lumpy jj 1.00
Sussex nn 1.00
owed vb 1.00
Increase nn 1.00
specialties nn 1.00
ant nn 1.00
obscenity nn 1.00
Looks nn 1.00
anylabel nn 1.00
electriques fw-jj-tl 1.00
screwed vb 1.00
Hanover-Misty nn 1.00
bullshit nn 0.50
bullshit vb 0.50
convict's nn 1.00
fluttering vb 1.00
modus fw 1.00
Wild jj 1.00
softening nn 0.33
softening vb 0.67
whitening vb 1.00
revellings nn 1.00
patsy nn 1.00
Hitching vb 1.00
goal-line nn 1.00
Harper nn 1.00
glees nn 1.00
realities nn 1.00
Strauss nn 1.00
purled vb 1.00
appoint vb 1.00
Sunnyvale nn 1.00
Brush-off's np$ 1.00
Op. nn 1.00
requires vb 1.00
quavered vb 1.00
Evidences nn 1.00
Brief jj 1.00
sympathetic jj 1.00
resistances nn 1.00
slippers nn 1.00
provocation nn 1.00
triservice nn 1.00
Kristallstrukturen fw-nns-tl 1.00
Enzo nn 1.00
Oersted nn 1.00
lumbering vb 1.00
Frankly advb 1.00
vessels nn 1.00
soprano nn 1.00
pterygia nn 1.00
filmstrips nn 1.00
echo nn 0.67
echo vb 0.33
oversight nn 1.00
Mont. nn 1.00
moon-drenched jj 1.00
tincture nn 1.00
counter-drill vb 1.00
blockade nn 1.00
cereals nn 1.00
stamina nn 1.00
partner nn 1.00
disassembly nn 1.00
profit nn 0.86
profit vb 0.14
breezes nn 1.00
irreverent jj 1.00
maximizing vb 1.00
Took vb 1.00
salutation nn 1.00
intensively advb 1.00
Hendrik nn 1.00
recollected vb 1.00
Ottoman jj 0.67
Ottoman nn 0.33
cook nn 0.46
cook vb 0.54
Curzon's np$ 1.00
Carla's np$ 1.00
cool jj 0.83
cool advb 0.02
cool nn 0.03
cool vb 0.12
Magdalene nn 1.00
stoppages nn 1.00
bedroom nn 1.00
postal jj 1.00
Rehabilitation nn 1.00
statute nn 1.00
stamped vb 1.00
coop nn 1.00
alertness nn 1.00
controversialists nn 1.00
Marcius nn 1.00
Comend vb 1.00
Eromonga nn 1.00
Joan's np$ 1.00
high jj 0.91
high advb 0.07
high nn 0.02
supplements nn 1.00
night-coach nn 1.00
7:00 cd 1.00
Zing nn 1.00
maladaptive jj 1.00
themselves pn 1.00
Cyr nn 1.00
vapor-pressure nn 1.00
balancing nn 0.50
balancing vb 0.50
Mandarin nn 1.00
6:15 cd 1.00
mysticism nn 1.00
nickname nn 0.90
nickname vb 0.10
Similarities nn 1.00
Briton nn 1.00
Thermopylae nn 1.00
therapies nn 1.00
thirty-three cd 1.00
indirection nn 1.00
carbine nn 1.00
department nn 1.00
Pancho nn 1.00
contests nn 1.00
dizzily advb 1.00
Weissman nn 1.00
morally advb 1.00
expressing vb 1.00
Trustees nn 1.00
375-degrees-C nn 1.00
olive nn 0.50
olive jj 0.50
less-indomitable jj 1.00
Spanish jj 0.86
Spanish nn 0.14
requesters nn 1.00
translated vb 1.00
sizzled vb 1.00
symmetrical jj 1.00
Melamine nn 1.00
consciously advb 1.00
torrents nn 1.00
glaringly advb 1.00
translates vb 1.00
tributes nn 1.00
Theorem nn 0.88
Theorem nn-tl-hl 0.12
Clemenceau nn 1.00
launchings nn 1.00
talkative jj 1.00
adolescent's nn 1.00
resting vb 1.00
spliced vb 1.00
ticks nn 1.00
tenets nn 1.00
latex nn 1.00
Brassnose nn 1.00
Bellow's np$ 1.00
patted vb 1.00
waffle-pattern jj 1.00
auditorium nn 1.00
Communist-type jj 1.00
self-proclaimed jj 1.00
intonations nn 1.00
prefixes nn 1.00
domain nn 1.00
belong vb 1.00
exporters nn 1.00
Glycerinated vb 1.00
regains vb 1.00
Zealand nn 1.00
fund-raising nn 1.00
Currently advb 1.00
825,000 cd 1.00
Ingleside nn 1.00
water-proof jj 1.00
secret jj 0.58
secret nn 0.42
Langhorne nn 1.00
detestable jj 1.00
hobbies nn 1.00
Followin' vb 1.00
Porgy nn 1.00
strut nn 1.00
treacheries nn 1.00
Sukarno nn 1.00
goose nn 1.00
three-fifths nn 1.00
overlooking vb 1.00
effecte vb 1.00
Puppies nn 1.00
1731 cd 1.00
Gosson nn 1.00
value-problems nn 1.00
1732 cd 1.00
drills nn 1.00
Boating vb 1.00
renowned jj 1.00
effects nn 1.00
Tappan nn 1.00
Raoul nn 1.00
dampening vb 1.00
annoying jj 1.00
lamb nn 1.00
piazza nn 1.00
wake nn 0.30
wake vb 0.70
sipping vb 1.00
lame jj 1.00
iodoamino nn 1.00
comprising vb 1.00
exuberance nn 1.00
lamp nn 1.00
balconies nn 1.00
Hayter nn 1.00
underestimate vb 1.00
Greville nn 1.00
wildness nn 1.00
passionate jj 1.00
witness nn 0.68
witness vb 0.32
chatty jj 1.00
Amonasro nn 1.00
unprecedented jj 1.00
rival jj 0.45
rival nn 0.36
rival vb 0.18
clash nn 1.00
Gildas nn 1.00
blabbed vb 1.00
state-administered jj 1.00
Opposite advb 0.33
Opposite in 0.67
chatte fw 1.00
lifer nn 1.00
antagonistic jj 1.00
Somebody'll pn 1.00
commissioners nn 1.00
departures nn 1.00
Hold vb 1.00
miscreants nn 1.00
smooth jj 0.86
smooth vb 0.14
magistrates nn 1.00
collar nn 0.76
collar jj 0.06
collar vb 0.18
experimenters nn 1.00
Debts nn 1.00
nobody pn 1.00
Buren nn 1.00
trellises nn 1.00
walled vb 1.00
Couple nn 1.00
3-48 cd 1.00
Brazilian jj 0.75
Brazilian nn 0.25
railhead nn 1.00
blades nn 1.00
wallet nn 1.00
recipient nn 0.86
recipient jj 0.14
diverted vb 1.00
SWC nn 1.00
teacart nn 1.00
Milenoff nn 1.00
Rural jj 0.88
Rural jj-tl-hl 0.12
radiant jj 1.00
bar-buddy nn 1.00
pertinence nn 1.00
consanguineously advb 1.00
two-burner jj 1.00
curiously advb 1.00
$58,918 nn 1.00
forerunner nn 1.00
1,225 cd 1.00
Plastics nn 1.00
metrazol nn 1.00
Fairfax nn 1.00
billowed vb 1.00
barking nn 1.00
Developing vb 1.00
slackening vb 1.00
constantly advb 1.00
Blackberry nn 1.00
Rousseau's np$ 1.00
impacts nn 1.00
bribers nn 1.00
Ministry nn 1.00
variations nn 1.00
tiered jj 1.00
ranked vb 1.00
sheriff nn 1.00
pyramids nn 1.00
roundly advb 0.50
roundly ql 0.50
Pedersen's np$ 1.00
Hosaka nn 1.00
Reginald nn 1.00
terraces nn 1.00
hostages nn 1.00
complied vb 1.00
oddly advb 1.00
55,987 cd 1.00
derrick nn 1.00
underplayed vb 1.00
clammy jj 1.00
Lock nn 1.00
tart jj 0.86
tart nn 0.14
terraced vb 1.00
muffled vb 1.00
Ozagen nn 1.00
Exploration nn 1.00
courtly jj 1.00
silos nn 1.00
2.512 cd 1.00
Groth nn 1.00
2-year-old jj 0.60
2-year-old nn 0.40
in-group nn 1.00
folk-dance nn 1.00
four-fold jj 1.00
putted vb 1.00
unfoldment nn 1.00
Birch nn 1.00
tableau nn 1.00
theaters nn 1.00
Hastily advb 1.00
Harrity nn 1.00
Schaefer nn 1.00
Camaret nn 1.00
Gansevoort nn 1.00
carbonates nn 1.00
familar jj 1.00
Regiment nn 1.00
proto-Yokuts nn 1.00
violinists nn 1.00
Grandson nn 1.00
increasing vb 1.00
eyelets nn 1.00
attacked vb 1.00
jumble nn 1.00
sonority nn 1.00
cast nn 0.51
cast vb 0.49
Weight nn 1.00
re-declared vb 1.00
bull's-eye nn 1.00
attacker nn 1.00
cask nn 1.00
Mississippi nn 1.00
Kentuck' nn 1.00
calipers nn 1.00
puckish jj 1.00
lurid jj 1.00
Lucretius nn 1.00
springing vb 1.00
once-popular jj 1.00
warp nn 1.00
FDA's nn 1.00
tumefaciens nn 1.00
Embassy nn 1.00
rubbing vb 1.00
expose nn 0.12
expose vb 0.88
Newsom nn 1.00
post-operative jj 1.00
discovering vb 1.00
chugging vb 1.00
home-comings nn 1.00
Helva's np$ 1.00
trichloroacetic jj 1.00
Fundamentally advb 1.00
instillation nn 1.00
flamboyant jj 1.00
mystics nn 1.00
hell nn 0.96
hell uh 0.04
slack nn 0.25
slack jj 0.75
realization nn 1.00
sideshow nn 1.00
Marlene nn 1.00
Her pn 1.00
haste nn 1.00
milord fw 1.00
white-suited jj 1.00
Beardens nn 1.00
conventionally advb 1.00
hideous jj 1.00
hideout nn 1.00
Griston nn 1.00
present jj 0.59
present advb 0.17
present nn 0.12
present vb 0.11
present dt 0.01
hapless jj 1.00
clients nn 1.00
4,122,354 cd 1.00
Gershwin nn 1.00
reorganizing vb 1.00
hasty jj 1.00
equipped vb 1.00
100-ton jj 1.00
'bout in 1.00
coordinated vb 1.00
anomaly nn 1.00
slatted jj 1.00
Laguna nn 1.00
absolute jj 0.97
absolute nn 0.03
Exposition nn 1.00
Wallingford nn 1.00
OME nn 1.00
frustrating jj 0.67
frustrating vb 0.33
adroit jj 1.00
Baptist's np$ 1.00
Leaguers nn 1.00
Burman nn 1.00
bathing vb 1.00
stamp nn 0.38
stamp vb 0.62
active jj 0.93
active nn 0.07
cast-iron nn 1.00
Himself pn 1.00
action-oriented jj 1.00
Shaefer nn 1.00
extras nn 1.00
CBS nn 1.00
registrar nn 1.00
Casey's np$ 1.00
stratum nn 1.00
unanswered jj 1.00
transducer nn 1.00
browsing vb 1.00
remain vb 1.00
cling vb 1.00
illustrations nn 1.00
ordering nn 0.85
ordering vb 0.15
Zendo nn 1.00
Exceptional jj 1.00
Hopkinsian jj 1.00
bucked vb 1.00
Dowager nn 1.00
Congregational-Baptist jj 1.00
bedspread nn 1.00
operationally advb 1.00
rule nn 0.90
rule vb 0.10
Mayans nn 1.00
indulged vb 1.00
peripherally advb 1.00
worse jj 0.98
worse advb 0.02
Devonshire nn 1.00
parent nn 1.00
Both dt 1.00
proven vb 1.00
Sooner advb 1.00
proved vb 1.00
Extruded vb 1.00
Nowhere advb 1.00
swoops nn 0.50
swoops vb 0.50
Adequate jj 1.00
handwriting nn 1.00
non-exempt jj 1.00
College nn 1.00
conjured vb 1.00
organize vb 1.00
proves vb 1.00
ipso fw 1.00
secured vb 1.00
re-created vb 1.00
Adjustment nn 1.00
strivings nn 1.00
oil nn 1.00
re-creates vb 1.00
six-month jj 1.00
temporal jj 1.00
$720 nn 1.00
nascent jj 1.00
Antarctica nn 1.00
omits vb 1.00
proficiency nn 1.00
renouncing vb 1.00
conspirators nn 1.00
saucers nn 1.00
translating vb 1.00
Roomberg nn 1.00
70,000 cd 1.00
co-chairmen nn 1.00
2:02.2 cd 1.00
2:02.3 cd 1.00
'thirties nn 1.00
severity nn 1.00
lowdown jj 1.00
puppets nn 1.00
persistent jj 0.94
persistent nn 0.06
authenticator nn 1.00
beer-running nn 1.00
precincts nn 1.00
sinus nn 1.00
halfback nn 1.00
abstracted vb 1.00
Explicit jj 1.00
sandals nn 1.00
91 cd 1.00
90 cd 1.00
93 cd 1.00
92 cd 1.00
95 cd 1.00
Instant jj 1.00
97 cd 1.00
96 cd 1.00
99 cd 1.00
98 cd 1.00
Bio-Dynamic jj 1.00
Paced vb 1.00
Oklahoma nn 1.00
sowbelly nn 1.00
specialist nn 1.00
Pocasset nn 1.00
9' nn 1.00
Networks nn 1.00
cohesion nn 1.00
inferential jj 1.00
unshaven jj 1.00
pursuit nn 1.00
crystallography nn 1.00
entropy nn 1.00
Charming jj 1.00
fluke nn 1.00
reined vb 1.00
Ridgway nn 1.00
legend nn 1.00
hypnosis nn 1.00
after advb 0.01
after cs 0.33
after in 0.66
motorist nn 1.00
9N cd 1.00
ma'am nn 1.00
path nn 1.00
demolished vb 1.00
journalism nn 1.00
razing vb 1.00
founding nn 0.27
founding vb 0.73
applauding vb 1.00
slick jj 0.86
slick nn 0.14
good-bye uh 1.00
9b cd 1.00
9e cd 1.00
buffalo nn 1.00
long-keeping jj 1.00
Advice nn 1.00
construe vb 1.00
acclaimed vb 1.00
alarmingly advb 1.00
debonair jj 1.00
monument nn 1.00
beautifying vb 1.00
rooming vb 1.00
Humanist nn 1.00
plentiful jj 1.00
dromozootic jj 1.00
commonplace jj 0.87
commonplace nn 0.13
wedge-shaped jj 1.00
Griffith's np$ 1.00
nitrogen nn 1.00
side-effects nn 1.00
supplemented vb 1.00
stews nn 1.00
quiet jj 0.85
quiet nn 0.12
quiet vb 0.03
seashore nn 1.00
nominal jj 1.00
452 cd 1.00
450 nn 0.25
450 cd 0.75
451 cd 1.00
crutch nn 1.00
45% nn 1.00
intellectus fw- 1.00
Compassionately advb 1.00
wherein advb 1.00
non-competitive jj 1.00
ringing nn 0.33
ringing vb 0.67
Frowning vb 1.00
bundle nn 0.95
bundle vb 0.05
shampoo nn 1.00
1923-27 cd 1.00
consult vb 1.00
intake nn 1.00
directness nn 1.00
weeks nn 1.00
emphysema nn 1.00
retaliation nn 1.00
Beringer nn 1.00
CTCA nn 1.00
wretchedness nn 1.00
Gain nn 1.00
Kerry nn 1.00
Howe's np$ 1.00
accepts vb 1.00
Vasady nn 1.00
compensates vb 1.00
misnamed vb 1.00
compensated vb 1.00
Oresme nn 1.00
disclosure nn 1.00
Dresbach's np$ 1.00
SBA's nn 1.00
lions nn 1.00
diatoms nn 1.00
puppyish jj 1.00
thereto advb 1.00
inadvertence nn 1.00
Opera's nn 1.00
unrelenting jj 1.00
fairway nn 1.00
highlight nn 1.00
Confused vb 1.00
bubbling vb 1.00
alleviate vb 1.00
Belafonte nn 1.00
horsemen nn 1.00
Strong nn 0.12
Strong jj 0.88
Racin' vb 1.00
pillow nn 1.00
Cryptic jj 1.00
booster nn 1.00
tweedy jj 1.00
pension nn 1.00
noli fw 1.00
apiece advb 1.00
nolo fw 1.00
boosted vb 1.00
depends vb 1.00
passes nn 0.41
passes vb 0.59
paprika nn 1.00
an' cc 1.00
illumination nn 1.00
laughing vb 1.00
sleeve nn 1.00
Konstantin nn 1.00
Madison's np$ 1.00
appease vb 1.00
eat vb 1.00
sweaters nn 1.00
ear nn 1.00
list nn 0.96
list vb 0.04
voyageurs fw- 1.00
normalcy nn 1.00
Racing nn 1.00
inter fw 0.50
inter in 0.50
Racine nn 1.00
delicate-beyond-description jj 1.00
documentaries nn 1.00
guarantees nn 0.50
guarantees vb 0.50
league's nn 1.00
Nocturne nn 1.00
catching nn 0.22
catching vb 0.78
aches vb 1.00
guaranteed vb 1.00
Archuleta nn 1.00
Running vb 1.00
helium-4 nn 1.00
Allegheny nn 1.00
pretence nn 1.00
$610 nn 1.00
ikey-kikey jj 1.00
Calcutta nn 1.00
grizzled jj 1.00
gorges nn 1.00
typographic jj 1.00
Workers nn 1.00
Smallwood nn 1.00
unfastened vb 1.00
coverall nn 1.00
inhabitation nn 1.00
congested vb 1.00
on-the-scene jj 1.00
Aysshom nn 1.00
Alpharetta nn 1.00
suspicions nn 1.00
Country nn 1.00
Muskoka nn 1.00
pigpens nn 1.00
discolors vb 1.00
stockings nn 1.00
annunciated vb 1.00
madrigals nn 1.00
Byzantium nn 1.00
quest nn 1.00
gouging vb 1.00
aggressiveness nn 1.00
Slavs nn 1.00
scraping vb 1.00
Differential jj 1.00
extract nn 0.17
extract vb 0.83
possum nn 1.00
sycophantic jj 1.00
insiders nn 1.00
necklaces nn 1.00
antics nn 1.00
Nanook nn 1.00
26-year-old jj 1.00
Cervetto nn 1.00
combinable jj 1.00
enlisted vb 1.00
reminiscences nn 1.00
Theon's np$ 1.00
psyches nn 1.00
punster nn 1.00
absorptions nn 1.00
waving nn 0.08
waving vb 0.92
Mingus nn 1.00
one-half nn 1.00
disease nn 1.00
reluctance nn 1.00
ablated vb 1.00
civilization nn 1.00
son-of-a-bitch nn 1.00
Burgundy nn 1.00
psychology nn 1.00
lodges nn 1.00
Congresses nn 1.00
kindnesses nn 1.00
clogging vb 1.00
professor nn 1.00
0 cd 1.00
760 cd 1.00
Profili nn 1.00
Rotonda nn 1.00
Profile nn 1.00
contour nn 1.00
subsistent jj 1.00
lodged vb 1.00
Biggest jj 1.00
new jj 1.00
stratosphere nn 1.00
legislature nn 1.00
Feedback nn 1.00
branching vb 1.00
Raphael nn 1.00
wohd nn 1.00
startled vb 1.00
frightful jj 1.00
deadline nn 1.00
2,800 cd 1.00
agreed-upon jj 1.00
appliances nn 1.00
Mandhata nn 1.00
homosexual jj 1.00
breakers nn 1.00
ride nn 0.31
ride vb 0.69
3.1416 cd 1.00
defendant's nn 1.00
Wis. nn 1.00
broad-nibbed jj 1.00
water-soluble jj 1.00
Adelia nn 1.00
Worcestershire nn 1.00
Happily advb 1.00
students nn 1.00
tracked vb 1.00
circumscribing vb 1.00
tantalizing vb 1.00
perceived vb 1.00
Rall nn 1.00
compensations nn 1.00
Pandelli's np$ 1.00
Tillich nn 1.00
perceives vb 1.00
Winslow nn 1.00
digest nn 1.00
pedagogue nn 1.00
Purse nn 1.00
pious jj 1.00
Hoyle's np$ 1.00
pivot nn 1.00
smacks vb 1.00
Carl's np$ 1.00
Cemetery nn 1.00
Bolker nn 1.00
French jj 0.77
French nn 0.23
Sinner nn 1.00
non-party nn 1.00
entry-limit nn 1.00
connective jj 0.67
connective nn 0.33
Impossible jj 1.00
ale nn 1.00
pastel-like jj 1.00
all-night jj 1.00
Orville nn 1.00
widows nn 1.00
lyricists nn 1.00
Tempter nn 1.00
narrow-minded jj 1.00
deferment nn 1.00
plumpness nn 1.00
inflow nn 1.00
yodel nn 1.00
treatise nn 1.00
skull-bashings nn 1.00
identity nn 1.00
Beth nn 1.00
effected vb 1.00
thereunder advb 1.00
tree-clumps nn 1.00
Beta nn 1.00
communicator nn 1.00
Sawallisch nn 1.00
display nn 0.70
display vb 0.30
Pompano nn 1.00
occurrence nn 1.00
leagued vb 1.00
well-equipped jj 1.00
massacre vb 1.00
Memphis nn 1.00
leaguer nn 1.00
Beckett nn 1.00
Oyster nn 1.00
muster nn 0.33
muster vb 0.67
Contest nn 1.00
109-degrees-F nn 1.00
fungicides nn 1.00
thanked vb 1.00
Seeing vb 1.00
acrobacy nn 1.00
gratify vb 1.00
Fil nn 0.50
Fil fw-nn-tl 0.50
Ryan nn 1.00
regiment's nn 1.00
Participation nn 1.00
foaming nn 0.67
foaming vb 0.33
utilitarian jj 1.00
misalignment nn 1.00
vinegar nn 1.00
sub-tests nn 1.00
Ziegfeld nn 1.00
coupe nn 1.00
approves vb 1.00
pedimented jj 1.00
maitre fw 1.00
Women nn 1.00
Hampton nn 1.00
ivory nn 0.81
ivory jj 0.19
approved vb 1.00
seclusion nn 1.00
coups nn 1.00
quacks nn 1.00
Spinley's np$ 1.00
Wansee nn 1.00
climactic jj 1.00
fucks nn 1.00
lump nn 1.00
unfettered jj 1.00
deluxer nn 1.00
cognate jj 1.00
pallid jj 1.00
Saudi-American jj 1.00
itches vb 1.00
predigested vb 1.00
Fall nn 0.82
